config,baseline,steps,normalization,intervention,gain_group,repair_rho_inside_scale,output_scale,base_zero_slope_gain,effective_zero_slope_gain,analytic_local_lr_ceiling,measured_eps1_diagonal_deficit_lower_bound,measured_eps1_full_deficit_lower_bound_out_of_subspace,sampled_diagonal_residual_after_scaled_shift,target_component_count,target_lower_pass,target_upper_pass,target_lower_fail_below,target_upper_fail_above,target_left_censored,target_right_censored,target_log10_width,target_lr_points,bounded_prefix_upper_pass,bounded_prefix_upper_fail,bounded_prefix_right_censored,bounded_prefix_lr_points,best_median_lr,best_median_normalized_lr,best_median_final_ratio,median_first_target_iteration_at_best_lr,max_target_success_fraction,minimum_positive_gradient_norm_observed,maximum_gradient_norm_observed
jordan_quintic:steps=3:current_plus_eps:unrepaired,jordan_quintic,3,current_plus_eps,unrepaired,base_gain,0.0,1.0,40.867546671125,40.867546671125,0.048938587287724364,12.040423983857629,12.04042398385763,12.040423983857629,1,0.037613438866218936,0.04481404746557166,0.031569805972774166,0.05339311987371051,False,False,0.07607112853777309,2,3.0,,True,73,0.04481404746557166,1.8314401763212607,2.8727785593881475e-121,75.5,0.96875,2.2227587494850775e-162,4.01220717456348
jordan_quintic:steps=3:current_plus_eps:raw_grid_repair_1.02x,jordan_quintic,3,current_plus_eps,raw_grid_repair_1.02x,raised_gain,12.281232463534781,1.0,40.867546671125,53.148779134659776,0.03763021526670864,12.040423983857629,12.04042398385763,0.0,1,0.00926347668896959,0.037613438866218936,0.007775044519174121,0.04481404746557166,False,False,0.6085690283021847,9,0.152725680740085,0.1819630459804838,False,56,0.031569805972774166,1.677896644971037,1.1456621421300101e-117,31.5,1.0,2.2227587494850775e-162,14270.953268635905
jordan_quintic:steps=3:current_plus_eps:gain_matched_grid_repair_1.02x,jordan_quintic,3,current_plus_eps,gain_matched_grid_repair_1.02x,base_gain,12.281232463534781,0.7689272893283479,40.867546671125,40.867546671125,0.048938587287724364,12.040423983857629,12.04042398385763,0.0,1,0.011036850034165217,0.04481404746557166,0.00926347668896959,0.05339311987371051,False,False,0.6085690283021847,9,0.1819630459804838,0.2167975283661992,False,57,0.04481404746557166,1.8314401763212607,2.293408653973402e-124,29.0,1.0,2.2227587494850775e-162,16787.966688048706
jordan_quintic:steps=3:current_plus_eps:gain_only_unrepaired_control,jordan_quintic,3,current_plus_eps,gain_only_unrepaired_control,raised_gain,0.0,1.3005130834587655,40.867546671125,53.148779134659776,0.03763021526670864,12.040423983857629,12.04042398385763,15.658728921397557,1,0.026497248834477422,0.037613438866218936,0.022239737437781862,0.04481404746557166,False,False,0.1521422570755462,3,3.0,,True,73,0.031569805972774166,1.677896644971037,1.351271578046842e-110,76.0,1.0,2.2227587494850775e-162,6.002542548792997
jordan_quintic:steps=3:fixed_scale:fixed_scale_control,jordan_quintic,3,fixed_scale,fixed_scale_control,fixed_scale,0.0,1.0,40.867546671125,40.867546671125,0.048938587287724364,,,,1,0.037613438866218936,0.04481404746557166,0.031569805972774166,0.05339311987371051,False,False,0.07607112853777309,2,1.0488043585396196,1.2495844496660804,False,67,0.04481404746557166,1.8314401763212607,5.654080329007079e-121,79.5,0.96875,2.2227587494850775e-162,2850.9548210915996
jordan_quintic:steps=4:current_plus_eps:unrepaired,jordan_quintic,4,current_plus_eps,unrepaired,base_gain,0.0,1.0,140.76826450869007,140.76826450869007,0.014207747797278084,44.868234414516756,44.86835337179287,44.868234414516756,0,,,,,False,False,0.0,0,3.0,,True,73,0.013149712874184644,1.8510622600865512,4.491209651649365e-89,170.0,0.75,2.2227587494850775e-162,4.475530463384074
jordan_quintic:steps=4:current_plus_eps:raw_grid_repair_1.02x,jordan_quintic,4,current_plus_eps,raw_grid_repair_1.02x,raised_gain,45.765599102807094,1.0,140.76826450869007,186.53386361149717,0.010721913765564273,44.868234414516756,44.86835337179287,0.0,1,0.0032385249088738217,0.011036850034165217,0.0027181668598497987,0.013149712874184644,False,False,0.5324978997644116,8,0.037613438866218936,0.04481404746557166,False,48,0.00926347668896959,1.7279520972685367,1.2185555993279015e-118,42.5,1.0,2.2227587494850775e-162,16778.14474547725
jordan_quintic:steps=4:current_plus_eps:gain_matched_grid_repair_1.02x,jordan_quintic,4,current_plus_eps,gain_matched_grid_repair_1.02x,base_gain,45.765599102807094,0.7546525964951584,140.76826450869007,140.76826450869007,0.014207747797278084,44.868234414516756,44.86835337179287,0.0,1,0.004597158725329799,0.015667056101897645,0.003858498806793542,0.01866631227985865,False,False,0.5324978997644118,8,0.05339311987371051,0.06361454523915885,False,50,0.013149712874184644,1.8510622600865512,5.200779065668323e-110,39.5,1.0,2.2227587494850775e-162,16898.850910759236
jordan_quintic:steps=4:current_plus_eps:gain_only_unrepaired_control,jordan_quintic,4,current_plus_eps,gain_only_unrepaired_control,raised_gain,0.0,1.3251130449220097,140.76826450869007,186.53386361149717,0.010721913765564273,44.868234414516756,44.86835337179287,59.4554827252948,0,,,,,False,False,0.0,0,3.0,,True,73,0.00926347668896959,1.7279520972685367,1.1623758643323038e-79,160.5,0.75,2.2227587494850775e-162,5.147556579113985
jordan_quintic:steps=4:fixed_scale:fixed_scale_control,jordan_quintic,4,fixed_scale,fixed_scale_control,fixed_scale,0.0,1.0,140.76826450869007,140.76826450869007,0.014207747797278084,,,,0,,,,,False,False,0.0,0,1.0488043585396196,1.2495844496660804,False,67,0.013149712874184644,1.8510622600865512,2.8932170031838006e-92,165.0,0.78125,2.2227587494850775e-162,476.98496022027194
jordan_quintic:steps=5:current_plus_eps:unrepaired,jordan_quintic,5,current_plus_eps,unrepaired,base_gain,0.0,1.0,484.87628710018294,484.87628710018294,0.004124763477218198,157.95894066633036,157.9591037873093,157.95894066633036,0,,,,,False,False,0.0,0,3.0,,True,73,0.004597158725329799,2.229053253948123,7.085518052514549e-06,297.0,0.59375,2.2227587494850775e-162,4.412691773684331
jordan_quintic:steps=5:current_plus_eps:raw_grid_repair_1.02x,jordan_quintic,5,current_plus_eps,raw_grid_repair_1.02x,raised_gain,161.11811947965697,1.0,484.87628710018294,645.99440657984,0.0030960020390715494,157.95894066633036,157.9591037873093,0.0,1,0.0011321930132219959,0.0065257698923257895,0.0009502750832828064,0.007775044519174121,False,False,0.7607112853777309,11,0.011036850034165217,0.013149712874184644,False,41,0.0027181668598497987,1.7559205876136577,1.5394218654334554e-117,52.5,1.0,2.2227587494850775e-162,16496.945398338205
jordan_quintic:steps=5:current_plus_eps:gain_matched_grid_repair_1.02x,jordan_quintic,5,current_plus_eps,gain_matched_grid_repair_1.02x,base_gain,161.11811947965697,0.7505889867798041,484.87628710018294,484.8762871001829,0.004124763477218199,157.95894066633036,157.9591037873093,0.0,1,0.0016071733693414447,0.00926347668896959,0.0013489367886616623,0.011036850034165217,False,False,0.7607112853777309,11,0.015667056101897645,0.01866631227985865,False,43,0.0032385249088738217,1.5702839334961967,3.7663694869495996e-103,59.0,1.0,2.2227587494850775e-162,16251.856908682765
jordan_quintic:steps=5:current_plus_eps:gain_only_unrepaired_control,jordan_quintic,5,current_plus_eps,gain_only_unrepaired_control,raised_gain,0.0,1.3322870673738836,484.87628710018294,645.99440657984,0.0030960020390715494,157.95894066633036,157.9591037873093,210.44665382583057,0,,,,,False,False,0.0,0,3.0,,True,73,0.003858498806793542,2.4925686469836146,1.4527148922228009e-05,265.5,0.59375,2.2227587494850775e-162,5.59620361576869
jordan_quintic:steps=5:fixed_scale:fixed_scale_control,jordan_quintic,5,fixed_scale,fixed_scale_control,fixed_scale,0.0,1.0,484.87628710018294,484.87628710018294,0.004124763477218198,,,,0,,,,,False,False,0.0,0,1.0488043585396196,1.2495844496660804,False,67,0.004597158725329799,2.229053253948123,7.225028604382962e-06,241.0,0.59375,2.2227587494850775e-162,35.66883245691519
classical_cubic:steps=1:current_plus_eps:unrepaired,classical_cubic,1,current_plus_eps,unrepaired,base_gain,0.0,1.0,1.5,1.5,1.3333333333333333,0.0004570357030966657,0.0004570357030966657,0.0004570357030966657,1,0.152725680740085,1.2495844496660804,0.12818610191887025,1.4888013042027184,False,False,0.9128535424532771,13,3.0,,True,73,1.0488043585396196,1.5732065378094293,2.0065111007027508e-112,18.5,1.0,2.2227587494850775e-162,1.1432951798330306
classical_cubic:steps=1:current_plus_eps:raw_grid_repair_1.02x,classical_cubic,1,current_plus_eps,raw_grid_repair_1.02x,raised_gain,0.000466176417158599,1.0,1.5,1.5004661764171585,1.332919083038338,0.0004570357030966657,0.0004570357030966657,0.0,1,0.152725680740085,1.2495844496660804,0.12818610191887025,1.4888013042027184,False,False,0.9128535424532771,13,3.0,,True,73,1.0488043585396196,1.5736954656675937,1.8386946633971596e-112,18.5,1.0,2.2227587494850775e-162,1.144674768661187
classical_cubic:steps=1:current_plus_eps:gain_matched_grid_repair_1.02x,classical_cubic,1,current_plus_eps,gain_matched_grid_repair_1.02x,base_gain,0.000466176417158599,0.9996893122787535,1.5,1.5,1.3333333333333333,0.0004570357030966657,0.0004570357030966657,0.0,1,0.152725680740085,1.2495844496660804,0.12818610191887025,1.4888013042027184,False,False,0.9128535424532771,13,3.0,,True,73,1.0488043585396196,1.5732065378094293,2.0057674462110146e-112,18.5,1.0,2.2227587494850775e-162,1.1440613889860265
classical_cubic:steps=1:current_plus_eps:gain_only_unrepaired_control,classical_cubic,1,current_plus_eps,gain_only_unrepaired_control,raised_gain,0.0,1.0003107842781056,1.5,1.5004661764171585,1.332919083038338,0.0004570357030966657,0.0004570357030966657,0.0004571777426077211,1,0.152725680740085,1.2495844496660804,0.12818610191887025,1.4888013042027184,False,False,0.9128535424532771,13,3.0,,True,73,1.0488043585396196,1.5736954656675937,1.8393764450416277e-112,18.5,1.0,2.2227587494850775e-162,1.1439079108720644
classical_cubic:steps=1:fixed_scale:fixed_scale_control,classical_cubic,1,fixed_scale,fixed_scale_control,fixed_scale,0.0,1.0,1.5,1.5,1.3333333333333333,,,,1,0.152725680740085,1.2495844496660804,0.12818610191887025,1.4888013042027184,False,False,0.9128535424532771,13,2.517967534294828,3.0,False,72,1.0488043585396196,1.5732065378094293,8.436360018454915e-113,16.5,1.0,2.2227587494850775e-162,282.49305000374807
classical_cubic:steps=2:current_plus_eps:unrepaired,classical_cubic,2,current_plus_eps,unrepaired,base_gain,0.0,1.0,2.25,2.25,0.8888888888888888,0.0033661687964552656,0.0033661687964552656,0.0033661687964552656,1,0.10758948099317438,0.8802851082098913,0.09030227339081447,1.0488043585396196,False,False,0.9128535424532771,13,3.0,,True,73,0.7388431077985715,1.6623969925467859,2.5819306681502114e-119,18.0,1.0,2.2227587494850775e-162,1.9068858449124404
classical_cubic:steps=2:current_plus_eps:raw_grid_repair_1.02x,classical_cubic,2,current_plus_eps,raw_grid_repair_1.02x,raised_gain,0.003433492172384371,1.0,2.25,2.2534334921723844,0.8875345143077349,0.0033661687964552656,0.0033661687964552656,0.0,1,0.10758948099317438,0.8802851082098913,0.09030227339081447,1.0488043585396196,False,False,0.9128535424532771,13,3.0,,True,73,0.7388431077985715,1.6649338045740325,1.6329715959065204e-119,18.0,1.0,2.2227587494850775e-162,1.917159184549569
classical_cubic:steps=2:current_plus_eps:gain_matched_grid_repair_1.02x,classical_cubic,2,current_plus_eps,gain_matched_grid_repair_1.02x,base_gain,0.003433492172384371,0.9984763285962017,2.25,2.25,0.8888888888888888,0.0033661687964552656,0.0033661687964552656,0.0,1,0.10758948099317438,0.8802851082098913,0.09030227339081447,1.0488043585396196,False,False,0.9128535424532771,13,3.0,,True,73,0.7388431077985715,1.6623969925467859,2.576607927505268e-119,18.0,1.0,2.2227587494850775e-162,1.9127183883102759
classical_cubic:steps=2:current_plus_eps:gain_only_unrepaired_control,classical_cubic,2,current_plus_eps,gain_only_unrepaired_control,raised_gain,0.0,1.0015259965210597,2.25,2.2534334921723844,0.8875345143077349,0.0033661687964552656,0.0033661687964552656,0.0033713055583279557,1,0.10758948099317438,0.8802851082098913,0.09030227339081447,1.0488043585396196,False,False,0.9128535424532771,13,3.0,,True,73,0.7388431077985715,1.6649338045740325,1.6363465772044645e-119,18.0,1.0,2.2227587494850775e-162,1.911317703855365
classical_cubic:steps=2:fixed_scale:fixed_scale_control,classical_cubic,2,fixed_scale,fixed_scale_control,fixed_scale,0.0,1.0,2.25,2.25,0.8888888888888888,,,,1,0.10758948099317438,0.8802851082098913,0.09030227339081447,1.0488043585396196,False,False,0.9128535424532771,13,2.113386834587591,2.517967534294828,False,71,0.7388431077985715,1.6623969925467859,1.0878593028949195e-119,16.5,1.0,2.2227587494850775e-162,7972.703554716791
classical_cubic:steps=3:current_plus_eps:unrepaired,classical_cubic,3,current_plus_eps,unrepaired,base_gain,0.0,1.0,3.375,3.375,0.5925925925925926,0.006623869518855324,0.006623869518855324,0.006623869518855324,1,0.07579273089036216,0.5204870989490936,0.06361454523915885,0.620127652791432,False,False,0.836782413915504,12,3.0,,True,73,0.5204870989490936,1.756643958953191,1.2262852465378888e-126,18.0,1.0,2.2227587494850775e-162,2.6260972517912324
classical_cubic:steps=3:current_plus_eps:raw_grid_repair_1.02x,classical_cubic,3,current_plus_eps,raw_grid_repair_1.02x,raised_gain,0.0067563469092324305,1.0,3.375,3.381756346909232,0.5914086630835799,0.006623869518855324,0.006623869518855324,0.0,1,0.07579273089036216,0.5204870989490936,0.06361454523915885,0.620127652791432,False,False,0.836782413915504,12,3.0,,True,73,0.5204870989490936,1.760160550355471,6.447275385554876e-127,18.0,1.0,2.2227587494850775e-162,2.64616581313721
classical_cubic:steps=3:current_plus_eps:gain_matched_grid_repair_1.02x,classical_cubic,3,current_plus_eps,gain_matched_grid_repair_1.02x,base_gain,0.0067563469092324305,0.9980021189535411,3.375,3.375,0.5925925925925926,0.006623869518855324,0.006623869518855324,0.0,1,0.07579273089036216,0.5204870989490936,0.06361454523915885,0.620127652791432,False,False,0.836782413915504,12,3.0,,True,73,0.5204870989490936,1.756643958953191,1.222031062464954e-126,18.0,1.0,2.2227587494850775e-162,2.6389008325992553
classical_cubic:steps=3:current_plus_eps:gain_only_unrepaired_control,classical_cubic,3,current_plus_eps,gain_only_unrepaired_control,raised_gain,0.0,1.0020018805656985,3.375,3.381756346909232,0.5914086630835799,0.006623869518855324,0.006623869518855324,0.006637129714514843,1,0.07579273089036216,0.5204870989490936,0.06361454523915885,0.620127652791432,False,False,0.836782413915504,12,3.0,,True,73,0.5204870989490936,1.760160550355471,6.469720846397785e-127,18.0,1.0,2.2227587494850775e-162,2.6333363279984616
classical_cubic:steps=3:fixed_scale:fixed_scale_control,classical_cubic,3,fixed_scale,fixed_scale_control,fixed_scale,0.0,1.0,3.375,3.375,0.5925925925925926,,,,1,0.07579273089036216,0.5204870989490936,0.06361454523915885,0.620127652791432,False,False,0.836782413915504,12,2.113386834587591,2.517967534294828,False,71,0.5204870989490936,1.756643958953191,5.3175283793693365e-127,17.5,1.0,2.2227587494850775e-162,3018.5732315850873
classical_cubic:steps=4:current_plus_eps:unrepaired,classical_cubic,4,current_plus_eps,unrepaired,base_gain,0.0,1.0,5.0625,5.0625,0.3950617283950617,0.007901920416970798,0.007901920416970798,0.007901920416970798,1,0.06361454523915885,0.3666635274972342,0.05339311987371051,0.43685653905770555,False,False,0.7607112853777309,11,3.0,,True,73,0.30774895274935143,1.5579790732935916,5.5943282997671976e-111,21.5,1.0,2.2227587494850775e-162,3.0859174749144542
classical_cubic:steps=4:current_plus_eps:raw_grid_repair_1.02x,classical_cubic,4,current_plus_eps,raw_grid_repair_1.02x,raised_gain,0.008059958825310213,1.0,5.0625,5.07055995882531,0.39443375411013526,0.007901920416970798,0.007901920416970798,0.0,1,0.06361454523915885,0.3666635274972342,0.05339311987371051,0.43685653905770555,False,False,0.7607112853777309,11,3.0,,True,73,0.30774895274935143,1.5604595171812836,3.5872836392975225e-111,21.5,1.0,2.2227587494850775e-162,3.1095247574347793
classical_cubic:steps=4:current_plus_eps:gain_matched_grid_repair_1.02x,classical_cubic,4,current_plus_eps,gain_matched_grid_repair_1.02x,base_gain,0.008059958825310213,0.9984104400912799,5.0625,5.0625,0.3950617283950617,0.007901920416970798,0.007901920416970798,0.0,1,0.06361454523915885,0.3666635274972342,0.05339311987371051,0.43685653905770555,False,False,0.7607112853777309,11,3.0,,True,73,0.30774895274935143,1.5579790732935916,5.571806646238116e-111,21.5,1.0,2.2227587494850775e-162,3.1030297930374937
classical_cubic:steps=4:current_plus_eps:gain_only_unrepaired_control,classical_cubic,4,current_plus_eps,gain_only_unrepaired_control,raised_gain,0.0,1.00159209063216,5.0625,5.07055995882531,0.39443375411013526,0.007901920416970798,0.007901920416970798,0.007914500990442731,1,0.06361454523915885,0.3666635274972342,0.05339311987371051,0.43685653905770555,False,False,0.7607112853777309,11,3.0,,True,73,0.30774895274935143,1.5604595171812836,3.601787708542205e-111,21.5,1.0,2.2227587494850775e-162,3.0923846516020723
classical_cubic:steps=4:fixed_scale:fixed_scale_control,classical_cubic,4,fixed_scale,fixed_scale_control,fixed_scale,0.0,1.0,5.0625,5.0625,0.3950617283950617,,,,1,0.05339311987371051,0.3666635274972342,0.04481404746557166,0.43685653905770555,False,False,0.836782413915504,12,2.113386834587591,2.517967534294828,False,71,0.30774895274935143,1.5579790732935916,2.706587366569104e-111,20.5,1.0,2.2227587494850775e-162,11070.00150180789
classical_cubic:steps=5:current_plus_eps:unrepaired,classical_cubic,5,current_plus_eps,unrepaired,base_gain,0.0,1.0,7.59375,7.59375,0.26337448559670784,0.007473888530232564,0.007473888530232564,0.007473888530232564,1,0.04481404746557166,0.2583006239120332,0.037613438866218936,0.30774895274935143,False,False,0.7607112853777309,11,3.0,,True,73,0.2167975283661992,1.6463062310308252,1.7249107798831982e-117,23.5,1.0,2.2227587494850775e-162,3.2497956336264795
classical_cubic:steps=5:current_plus_eps:raw_grid_repair_1.02x,classical_cubic,5,current_plus_eps,raw_grid_repair_1.02x,raised_gain,0.007623366300837216,1.0,7.59375,7.601373366300837,0.2631103490938359,0.007473888530232564,0.007473888530232564,0.0,1,0.04481404746557166,0.2583006239120332,0.037613438866218936,0.30774895274935143,False,False,0.7607112853777309,11,3.0,,True,73,0.2167975283661992,1.6479589580026768,1.2767660976314997e-117,23.5,1.0,2.2227587494850775e-162,3.271794572293218
classical_cubic:steps=5:current_plus_eps:gain_matched_grid_repair_1.02x,classical_cubic,5,current_plus_eps,gain_matched_grid_repair_1.02x,base_gain,0.007623366300837216,0.9989971067156582,7.59375,7.59375,0.26337448559670784,0.007473888530232564,0.007473888530232564,0.0,1,0.04481404746557166,0.2583006239120332,0.037613438866218936,0.30774895274935143,False,False,0.7607112853777309,11,3.0,,True,73,0.2167975283661992,1.6463062310308252,1.7171980621023264e-117,23.5,1.0,2.2227587494850775e-162,3.2675483695597753
classical_cubic:steps=5:current_plus_eps:gain_only_unrepaired_control,classical_cubic,5,current_plus_eps,gain_only_unrepaired_control,raised_gain,0.0,1.0010039000889992,7.59375,7.601373366300837,0.2631103490938359,0.007473888530232564,0.007473888530232564,0.007481391567593235,1,0.04481404746557166,0.2583006239120332,0.037613438866218936,0.30774895274935143,False,False,0.7607112853777309,11,3.0,,True,73,0.2167975283661992,1.6479589580026768,1.282501924099317e-117,23.5,1.0,2.2227587494850775e-162,3.2540235112764364
classical_cubic:steps=5:fixed_scale:fixed_scale_control,classical_cubic,5,fixed_scale,fixed_scale_control,fixed_scale,0.0,1.0,7.59375,7.59375,0.26337448559670784,,,,1,0.04481404746557166,0.2583006239120332,0.037613438866218936,0.30774895274935143,False,False,0.7607112853777309,11,1.7738131456325552,2.113386834587591,False,70,0.2167975283661992,1.6463062310308252,9.940109845887669e-118,22.5,1.0,2.2227587494850775e-162,5.267860904841825
taylor_quintic:steps=1:current_plus_eps:unrepaired,taylor_quintic,1,current_plus_eps,unrepaired,base_gain,0.0,1.0,1.875,1.875,1.0666666666666667,0.0018058010868561777,0.0018058010868561777,0.0018058010868561777,1,0.12818610191887025,1.0488043585396196,0.10758948099317438,1.2495844496660804,False,False,0.9128535424532771,13,3.0,,True,73,0.8802851082098913,1.650534577893546,2.078130439589509e-118,18.0,1.0,2.2227587494850775e-162,1.556607938764743
taylor_quintic:steps=1:current_plus_eps:raw_grid_repair_1.02x,taylor_quintic,1,current_plus_eps,raw_grid_repair_1.02x,raised_gain,0.0018419171085933012,1.0,1.875,1.8768419171085933,1.065619848836891,0.0018058010868561777,0.0018058010868561777,0.0,1,0.12818610191887025,1.0488043585396196,0.10758948099317438,1.2495844496660804,False,False,0.9128535424532771,13,3.0,,True,73,0.8802851082098913,1.6521559900947977,1.551351143052568e-118,18.0,1.0,2.2227587494850775e-162,1.5621266829740958
taylor_quintic:steps=1:current_plus_eps:gain_matched_grid_repair_1.02x,taylor_quintic,1,current_plus_eps,gain_matched_grid_repair_1.02x,base_gain,0.0018419171085933012,0.9990186082845853,1.875,1.875,1.0666666666666667,0.0018058010868561777,0.0018058010868561777,0.0,1,0.12818610191887025,1.0488043585396196,0.10758948099317438,1.2495844496660804,False,False,0.9128535424532771,13,3.0,,True,73,0.8802851082098913,1.650534577893546,2.0755287850619766e-118,18.0,1.0,2.2227587494850775e-162,1.559613473941111
taylor_quintic:steps=1:current_plus_eps:gain_only_unrepaired_control,taylor_quintic,1,current_plus_eps,gain_only_unrepaired_control,raised_gain,0.0,1.0009823557912498,1.875,1.8768419171085935,1.0656198488368909,0.0018058010868561777,0.0018058010868561777,0.0018075750260116961,1,0.12818610191887025,1.0488043585396196,0.10758948099317438,1.2495844496660804,False,False,0.9128535424532771,13,3.0,,True,73,0.8802851082098913,1.652155990094798,1.553296476351017e-118,18.0,1.0,2.2227587494850775e-162,1.5591181880376264
taylor_quintic:steps=1:fixed_scale:fixed_scale_control,taylor_quintic,1,fixed_scale,fixed_scale_control,fixed_scale,0.0,1.0,1.875,1.875,1.0666666666666667,,,,1,0.12818610191887025,1.0488043585396196,0.10758948099317438,1.2495844496660804,False,False,0.9128535424532771,13,2.113386834587591,2.517967534294828,False,71,0.8802851082098913,1.650534577893546,8.699862686371763e-119,16.0,1.0,2.2227587494850775e-162,4800.831135414369
